value_1,value_2,anomaly
0.145,-0.251,0.0
0.182,-0.262,0.0
0.189,-0.265,0.0
0.176,-0.284,0.0
0.145,-0.295,0.0
0.128,-0.295,0.0
0.152,-0.309,0.0
0.206,-0.327,0.0
0.257,-0.349,0.0
0.294,-0.364,0.0
0.324,-0.371,0.0
0.348,-0.382,0.0
0.348,-0.4,0.0
0.355,-0.418,0.0
0.382,-0.44,0.0
0.419,-0.455,0.0
0.446,-0.469,0.0
0.456,-0.48,0.0
0.476,-0.491,0.0
0.52,-0.498,0.0
0.551,-0.505,0.0
0.571,-0.509,0.0
0.595,-0.502,0.0
0.611,-0.48,0.0
0.625,-0.465,0.0
0.639,-0.451,0.0
0.618,-0.447,0.0
0.568,-0.429,0.0
0.547,-0.396,0.0
0.537,-0.371,0.0
0.527,-0.349,0.0
0.527,-0.309,0.0
0.503,-0.276,0.0
0.422,-0.24,0.0
0.351,-0.204,0.0
0.345,-0.171,0.0
0.372,-0.131,0.0
0.372,-0.087,0.0
0.307,-0.069,0.0
0.247,-0.044,0.0
0.236,-0.018,0.0
0.257,0.0,0.0
0.26,0.015,0.0
0.236,0.025,0.0
0.189,0.025,0.0
0.152,0.025,0.0
0.108,0.025,0.0
0.057,0.036,0.0
0.02,0.036,0.0
0.0,0.033,0.0
-0.02,0.015,0.0
-0.03,0.011,0.0
-0.027,0.011,0.0
0.0,0.015,0.0
0.024,0.015,0.0
0.02,0.011,0.0
-0.02,0.007,0.0
-0.068,0.004,0.0
-0.078,-0.007,0.0
-0.047,-0.015,0.0
-0.02,-0.011,0.0
-0.027,0.0,0.0
-0.054,0.0,0.0
-0.061,0.0,0.0
-0.064,0.0,0.0
-0.078,0.0,0.0
-0.095,0.0,0.0
-0.125,0.011,0.0
-0.142,0.0,0.0
-0.115,-0.011,0.0
-0.068,-0.022,0.0
-0.051,-0.015,0.0
-0.057,-0.007,0.0
-0.064,0.0,0.0
-0.078,-0.004,0.0
-0.091,-0.004,0.0
-0.105,0.0,0.0
-0.108,0.007,0.0
-0.105,0.015,0.0
-0.078,0.015,0.0
-0.051,0.007,0.0
-0.041,0.0,0.0
-0.084,0.0,0.0
-0.128,0.0,0.0
-0.132,-0.004,0.0
-0.078,-0.004,0.0
-0.02,-0.004,0.0
0.003,-0.004,0.0
-0.027,0.0,0.0
-0.098,0.011,0.0
-0.139,0.015,0.0
-0.115,0.015,0.0
-0.081,0.004,0.0
-0.081,0.004,0.0
-0.091,0.011,0.0
-0.081,0.011,0.0
-0.064,0.011,0.0
-0.047,0.011,0.0
-0.057,0.0,0.0
-0.084,0.0,0.0
-0.101,0.0,0.0
-0.081,0.0,0.0
-0.054,0.004,0.0
-0.061,0.007,0.0
-0.084,0.011,0.0
-0.108,0.022,0.0
-0.098,0.022,0.0
-0.071,0.022,0.0
-0.057,0.015,0.0
-0.051,0.015,0.0
-0.044,0.007,0.0
-0.034,0.004,0.0
-0.054,0.004,0.0
-0.101,0.0,0.0
-0.139,0.0,0.0
-0.132,0.011,0.0
-0.105,0.015,0.0
-0.061,0.015,0.0
-0.041,0.015,0.0
-0.041,0.025,0.0
-0.054,0.029,0.0
-0.061,0.022,0.0
-0.084,0.0,0.0
-0.105,0.0,0.0
-0.115,0.0,0.0
-0.115,-0.007,0.0
-0.118,-0.015,0.0
-0.108,-0.007,0.0
-0.095,0.0,0.0
-0.078,0.0,0.0
-0.064,0.004,0.0
-0.054,0.011,0.0
-0.054,0.007,0.0
-0.054,0.011,0.0
-0.078,0.011,0.0
-0.098,0.011,0.0
-0.105,0.0,0.0
-0.095,-0.007,0.0
-0.078,-0.011,0.0
-0.081,-0.015,0.0
-0.095,-0.025,0.0
-0.091,-0.018,0.0
-0.095,-0.007,0.0
-0.095,0.0,0.0
-0.098,0.004,0.0
-0.095,0.007,0.0
-0.101,0.011,0.0
-0.108,0.015,0.0
-0.122,0.004,0.0
-0.125,-0.004,0.0
-0.111,-0.015,0.0
-0.095,-0.018,0.0
-0.101,-0.011,0.0
-0.101,-0.011,0.0
-0.101,-0.011,0.0
-0.095,-0.004,0.0
-0.115,0.004,0.0
-0.125,0.015,0.0
-0.122,0.004,0.0
-0.118,0.0,0.0
-0.101,-0.015,0.0
-0.068,-0.022,0.0
-0.041,-0.022,0.0
-0.047,-0.015,0.0
-0.061,-0.015,0.0
-0.071,-0.011,0.0
-0.095,0.0,0.0
-0.111,0.004,0.0
-0.108,0.004,0.0
-0.088,0.004,0.0
-0.084,0.0,0.0
-0.098,0.0,0.0
-0.105,-0.004,0.0
-0.088,-0.011,0.0
-0.064,-0.004,0.0
-0.061,0.0,0.0
-0.088,-0.004,0.0
-0.118,-0.004,0.0
-0.108,0.0,0.0
-0.081,0.004,0.0
-0.064,0.0,0.0
-0.074,0.0,0.0
-0.088,-0.007,0.0
-0.071,0.0,0.0
-0.051,0.004,0.0
-0.051,0.004,0.0
-0.071,0.0,0.0
-0.101,0.004,0.0
-0.128,0.007,0.0
-0.128,0.011,0.0
-0.108,0.004,0.0
-0.081,-0.004,0.0
-0.054,-0.011,0.0
-0.044,-0.004,0.0
-0.068,0.0,0.0
-0.101,0.004,0.0
-0.118,0.004,0.0
-0.118,0.007,0.0
-0.108,0.015,0.0
-0.101,0.015,0.0
-0.111,0.007,0.0
-0.111,0.004,0.0
-0.095,0.0,0.0
-0.081,0.0,0.0
-0.091,0.0,0.0
-0.095,0.007,0.0
-0.078,0.007,0.0
-0.081,0.004,0.0
-0.108,-0.004,0.0
-0.101,-0.004,0.0
-0.061,0.004,0.0
-0.027,0.015,0.0
-0.054,0.0,0.0
-0.095,-0.007,0.0
-0.108,0.0,0.0
-0.101,0.011,0.0
-0.122,0.022,0.0
-0.145,0.025,0.0
-0.132,0.004,0.0
-0.091,-0.004,0.0
-0.054,-0.011,0.0
-0.054,-0.004,0.0
-0.074,0.0,0.0
-0.074,0.004,0.0
-0.084,0.0,0.0
-0.108,0.0,0.0
-0.122,0.004,0.0
-0.111,0.011,0.0
-0.101,0.011,0.0
-0.088,0.015,0.0
-0.061,0.011,0.0
-0.027,0.015,0.0
-0.03,0.011,0.0
-0.068,0.004,0.0
-0.108,-0.004,0.0
-0.135,-0.004,0.0
-0.132,-0.007,0.0
-0.095,-0.015,0.0
-0.064,-0.015,0.0
-0.078,-0.004,0.0
-0.108,0.011,0.0
-0.145,0.011,0.0
-0.166,0.0,0.0
-0.145,-0.011,0.0
-0.108,-0.015,0.0
-0.084,-0.015,0.0
-0.095,-0.015,0.0
-0.098,-0.015,0.0
-0.084,-0.007,0.0
-0.068,0.0,0.0
-0.044,-0.004,0.0
-0.037,-0.007,0.0
-0.057,-0.011,0.0
-0.095,-0.007,0.0
-0.142,-0.015,0.0
-0.155,-0.011,0.0
-0.115,-0.007,0.0
-0.061,-0.004,0.0
-0.037,0.0,0.0
-0.037,0.007,0.0
-0.061,0.018,0.0
-0.071,0.04,0.0
-0.054,0.055,0.0
-0.027,0.065,0.0
-0.027,0.076,0.0
-0.047,0.091,0.0
-0.081,0.095,0.0
-0.088,0.091,0.0
-0.051,0.076,0.0
0.007,0.058,0.0
0.041,0.047,0.0
0.03,0.047,0.0
-0.003,0.047,0.0
-0.041,0.04,0.0
-0.074,0.022,0.0
-0.078,0.0,0.0
-0.054,-0.011,0.0
-0.014,-0.018,0.0
0.007,-0.04,0.0
0.007,-0.047,0.0
0.003,-0.055,0.0
0.03,-0.062,0.0
0.057,-0.065,0.0
0.054,-0.076,0.0
0.003,-0.095,0.0
-0.037,-0.113,0.0
-0.054,-0.116,0.0
-0.057,-0.113,0.0
-0.061,-0.109,0.0
-0.047,-0.095,0.0
-0.03,-0.08,0.0
-0.02,-0.065,0.0
-0.034,-0.055,0.0
-0.057,-0.044,0.0
-0.095,-0.04,0.0
-0.139,-0.036,0.0
-0.172,-0.029,0.0
-0.179,-0.033,0.0
-0.162,-0.044,0.0
-0.128,-0.047,0.0
-0.105,-0.051,0.0
-0.084,-0.055,0.0
-0.074,-0.051,0.0
-0.054,-0.044,0.0
-0.074,-0.036,0.0
-0.125,-0.033,0.0
-0.179,-0.033,0.0
-0.172,-0.036,0.0
-0.111,-0.04,0.0
-0.054,-0.022,0.0
-0.047,0.0,0.0
-0.081,0.022,0.0
-0.125,0.051,0.0
-0.139,0.084,0.0
-0.101,0.109,0.0
-0.034,0.142,0.0
0.0,0.156,0.0
0.017,0.142,0.0
0.068,0.098,0.0
0.162,0.007,0.0
0.274,-0.116,0.0
0.405,-0.244,0.0
0.554,-0.364,0.0
0.713,-0.469,0.0
0.77,-0.556,0.0
0.709,-0.615,0.0
0.598,-0.687,0.0
0.486,-0.771,0.0
0.361,-0.811,0.0
0.199,-0.789,0.0
-0.007,-0.727,0.0
-0.226,-0.64,0.0
-0.449,-0.516,0.0
-0.642,-0.418,0.0
-0.76,-0.364,0.0
-0.821,-0.269,0.0
-0.878,-0.098,0.0
-0.865,0.084,0.0
-0.818,0.247,0.0
-0.791,0.4,0.0
-0.828,0.516,0.0
-0.902,0.633,0.0
-0.956,0.775,0.0
-0.98,0.909,0.0
-0.986,0.985,0.0
-0.997,1.025,0.0
-1.003,1.051,0.0
-1.007,1.08,0.0
-1.003,1.102,0.0
-0.997,1.116,0.0
-0.966,1.087,0.0
-0.939,1.018,0.0
-0.899,0.938,0.0
-0.828,0.836,0.0
-0.753,0.724,0.0
-0.703,0.6,0.0
-0.659,0.447,0.0
-0.588,0.302,0.0
-0.5,0.218,0.0
-0.426,0.2,0.0
-0.341,0.193,0.0
-0.264,0.164,0.0
-0.223,0.109,0.0
-0.189,0.051,0.0
-0.172,0.015,0.0
-0.149,0.004,0.0
-0.125,0.0,0.0
-0.098,-0.004,0.0
-0.095,-0.022,0.0
-0.098,-0.036,0.0
-0.118,-0.055,0.0
-0.108,-0.058,0.0
-0.088,-0.055,0.0
-0.061,-0.055,0.0
-0.041,-0.065,0.0
-0.02,-0.069,0.0
0.003,-0.08,0.0
0.02,-0.076,0.0
0.0,-0.076,0.0
-0.054,-0.08,0.0
-0.108,-0.091,0.0
-0.101,-0.102,0.0
-0.044,-0.109,0.0
0.024,-0.113,0.0
0.041,-0.12,0.0
0.02,-0.12,0.0
-0.003,-0.12,0.0
0.003,-0.12,0.0
0.014,-0.12,0.0
0.017,-0.124,0.0
0.007,-0.127,0.0
0.02,-0.135,0.0
0.034,-0.138,0.0
0.047,-0.131,0.0
0.054,-0.142,0.0
0.071,-0.153,0.0
0.071,-0.16,0.0
0.064,-0.156,0.0
0.078,-0.164,0.0
0.105,-0.178,0.0
0.128,-0.189,0.0
0.155,-0.193,0.0
0.166,-0.196,0.0
0.162,-0.2,0.0
0.152,-0.218,0.0
0.152,-0.229,0.0
0.162,-0.233,0.0
0.182,-0.244,0.0
0.193,-0.265,0.0
0.193,-0.276,0.0
0.186,-0.295,0.0
0.206,-0.305,0.0
0.267,-0.324,0.0
0.345,-0.338,0.0
0.392,-0.356,0.0
0.416,-0.367,0.0
0.409,-0.385,0.0
0.422,-0.4,0.0
0.459,-0.425,0.0
0.48,-0.444,0.0
0.473,-0.444,0.0
0.503,-0.44,0.0
0.571,-0.462,0.0
0.639,-0.473,0.0
0.659,-0.473,0.0
0.652,-0.473,0.0
0.632,-0.473,0.0
0.632,-0.465,0.0
0.659,-0.458,0.0
0.696,-0.44,0.0
0.699,-0.425,0.0
0.655,-0.404,0.0
0.584,-0.382,0.0
0.527,-0.349,0.0
0.507,-0.316,0.0
0.493,-0.287,0.0
0.48,-0.251,0.0
0.473,-0.207,0.0
0.446,-0.167,0.0
0.409,-0.138,0.0
0.375,-0.109,0.0
0.338,-0.076,0.0
0.301,-0.047,0.0
0.284,-0.025,0.0
0.274,0.0,0.0
0.274,0.011,0.0
0.26,0.015,0.0
0.223,0.022,0.0
0.169,0.029,0.0
0.101,0.036,0.0
0.037,0.036,0.0
0.007,0.04,0.0
0.03,0.033,0.0
0.078,0.025,0.0
0.081,0.018,0.0
0.041,0.022,0.0
0.0,0.022,0.0
-0.01,0.015,0.0
-0.01,0.007,0.0
-0.01,0.011,0.0
-0.017,0.011,0.0
-0.034,0.004,0.0
-0.051,0.0,0.0
-0.068,0.0,0.0
-0.081,-0.004,0.0
-0.088,-0.011,0.0
-0.088,-0.011,0.0
-0.078,-0.004,0.0
-0.071,0.0,0.0
-0.074,0.0,0.0
-0.071,0.0,0.0
-0.054,0.0,0.0
-0.037,0.0,0.0
-0.02,0.0,0.0
-0.02,0.0,0.0
-0.034,0.0,0.0
-0.057,-0.004,0.0
-0.071,-0.004,0.0
-0.054,-0.011,0.0
-0.024,-0.011,0.0
-0.017,-0.011,0.0
-0.037,-0.004,0.0
-0.037,-0.011,0.0
-0.041,-0.011,0.0
-0.071,-0.007,0.0
-0.095,-0.004,0.0
-0.105,-0.004,0.0
-0.098,-0.004,0.0
-0.098,-0.004,0.0
-0.105,0.0,0.0
-0.098,0.0,0.0
-0.061,0.0,0.0
-0.027,0.004,0.0
-0.007,0.007,0.0
-0.027,0.0,0.0
-0.054,0.0,0.0
-0.071,-0.004,0.0
-0.081,0.0,0.0
-0.084,0.007,0.0
-0.091,0.011,0.0
-0.101,0.011,0.0
-0.101,0.015,0.0
-0.088,0.015,0.0
-0.068,0.007,0.0
-0.061,0.004,0.0
-0.051,0.004,0.0
-0.041,0.007,0.0
-0.034,0.007,0.0
-0.034,0.0,0.0
-0.051,-0.004,0.0
-0.071,-0.004,0.0
-0.078,0.0,0.0
-0.084,0.004,0.0
-0.095,0.011,0.0
-0.088,0.015,0.0
-0.061,0.011,0.0
-0.047,0.011,0.0
-0.068,0.015,0.0
-0.088,0.018,0.0
-0.081,0.011,0.0
-0.074,0.004,0.0
-0.078,0.0,0.0
-0.064,0.0,0.0
-0.041,0.0,0.0
-0.03,0.0,0.0
-0.044,0.0,0.0
-0.091,0.0,0.0
-0.139,0.004,0.0
-0.125,0.011,0.0
-0.061,0.022,0.0
-0.003,0.022,0.0
-0.003,0.015,0.0
-0.041,0.011,0.0
-0.071,0.004,0.0
-0.081,0.004,0.0
-0.074,0.004,0.0
-0.064,0.0,0.0
-0.044,-0.004,0.0
-0.03,-0.011,0.0
-0.03,-0.018,0.0
-0.057,-0.015,0.0
-0.088,-0.004,0.0
-0.108,-0.004,0.0
-0.098,-0.004,0.0
-0.071,-0.004,0.0
-0.061,-0.011,0.0
-0.064,-0.015,0.0
-0.078,-0.011,0.0
-0.101,-0.011,0.0
-0.108,-0.007,0.0
-0.098,-0.011,0.0
-0.101,-0.011,0.0
-0.098,-0.015,0.0
-0.088,-0.015,0.0
-0.074,-0.015,0.0
-0.047,-0.022,0.0
-0.02,-0.022,0.0
-0.017,-0.015,0.0
-0.047,-0.015,0.0
-0.081,-0.015,0.0
-0.105,-0.022,0.0
-0.091,-0.015,0.0
-0.074,-0.011,0.0
-0.061,-0.007,0.0
-0.068,-0.004,0.0
-0.054,-0.004,0.0
-0.024,-0.007,0.0
-0.007,-0.011,0.0
-0.01,-0.015,0.0
-0.003,-0.018,0.0
0.0,-0.015,0.0
-0.014,-0.004,0.0
-0.054,0.0,0.0
-0.088,0.0,0.0
-0.081,-0.007,0.0
-0.064,-0.011,0.0
-0.064,-0.007,0.0
-0.084,0.0,0.0
-0.101,-0.004,0.0
-0.111,-0.011,0.0
-0.125,-0.018,0.0
-0.135,-0.015,0.0
-0.139,-0.004,0.0
-0.128,0.007,0.0
-0.111,0.015,0.0
-0.098,0.011,0.0
-0.098,0.0,0.0
-0.098,-0.015,0.0
-0.091,-0.022,0.0
-0.081,-0.022,0.0
-0.071,-0.025,0.0
-0.074,-0.036,0.0
-0.078,-0.044,0.0
-0.071,-0.044,0.0
-0.064,-0.04,0.0
-0.047,-0.036,0.0
-0.01,-0.044,0.0
0.014,-0.036,0.0
-0.01,-0.033,0.0
-0.061,-0.025,0.0
-0.111,-0.015,0.0
-0.135,-0.004,0.0
-0.135,-0.004,0.0
-0.108,-0.007,0.0
-0.084,-0.015,0.0
-0.068,-0.022,0.0
-0.071,-0.018,0.0
-0.095,-0.011,0.0
-0.135,-0.011,0.0
-0.155,-0.004,0.0
-0.132,0.0,0.0
-0.081,-0.004,0.0
-0.057,-0.007,0.0
-0.057,-0.004,0.0
-0.068,-0.004,0.0
-0.074,-0.011,0.0
-0.064,-0.025,0.0
-0.047,-0.033,0.0
-0.061,-0.036,0.0
-0.074,-0.036,0.0
-0.071,-0.036,0.0
-0.047,-0.04,0.0
-0.044,-0.044,0.0
-0.084,-0.04,0.0
-0.122,-0.025,0.0
-0.125,-0.015,0.0
-0.105,-0.022,0.0
-0.074,-0.029,0.0
-0.054,-0.029,0.0
-0.037,-0.022,0.0
-0.051,-0.015,0.0
-0.081,-0.011,0.0
-0.105,-0.011,0.0
-0.108,-0.015,0.0
-0.095,-0.022,0.0
-0.078,-0.018,0.0
-0.084,-0.011,0.0
-0.095,0.0,0.0
-0.088,-0.007,0.0
-0.074,-0.011,0.0
-0.071,-0.015,0.0
-0.078,-0.018,0.0
-0.095,-0.015,0.0
-0.108,-0.004,0.0
-0.095,-0.007,0.0
-0.081,-0.011,0.0
-0.064,-0.015,0.0
-0.03,-0.015,0.0
-0.01,-0.015,0.0
-0.044,-0.011,0.0
-0.098,-0.022,0.0
-0.125,-0.025,0.0
-0.115,-0.025,0.0
-0.095,-0.022,0.0
-0.115,-0.018,0.0
-0.145,-0.011,0.0
-0.128,-0.011,0.0
-0.064,0.0,0.0
-0.007,0.004,0.0
0.01,0.011,0.0
-0.017,0.015,0.0
-0.044,0.029,0.0
-0.054,0.033,0.0
-0.051,0.033,0.0
-0.051,0.029,0.0
-0.047,0.022,0.0
-0.041,0.025,0.0
-0.037,0.033,0.0
-0.037,0.029,0.0
-0.03,0.022,0.0
-0.037,0.007,0.0
-0.024,-0.004,0.0
-0.007,-0.022,0.0
-0.017,-0.047,0.0
-0.034,-0.073,0.0
-0.017,-0.087,0.0
0.017,-0.084,0.0
0.034,-0.076,0.0
0.03,-0.08,0.0
0.02,-0.098,0.0
0.02,-0.12,0.0
0.024,-0.127,0.0
0.034,-0.131,0.0
0.027,-0.135,0.0
-0.007,-0.138,0.0
-0.057,-0.131,0.0
-0.088,-0.12,0.0
-0.081,-0.109,0.0
-0.068,-0.095,0.0
-0.057,-0.087,0.0
-0.054,-0.08,0.0
-0.054,-0.069,0.0
-0.064,-0.065,0.0
-0.071,-0.065,0.0
-0.081,-0.065,0.0
-0.098,-0.069,0.0
-0.132,-0.069,0.0
-0.162,-0.065,0.0
-0.149,-0.073,0.0
-0.105,-0.076,0.0
-0.095,-0.076,0.0
-0.132,-0.073,0.0
-0.155,-0.069,0.0
-0.155,-0.055,0.0
-0.149,-0.051,0.0
-0.172,-0.055,0.0
-0.193,-0.055,0.0
-0.169,-0.029,0.0
-0.132,0.0,0.0
-0.111,0.025,0.0
-0.122,0.055,0.0
-0.142,0.08,0.0
-0.145,0.116,0.0
-0.118,0.145,0.0
-0.051,0.153,0.0
0.051,0.116,0.0
0.159,0.025,0.0
0.257,-0.091,0.0
0.355,-0.244,0.0
0.493,-0.393,0.0
0.639,-0.513,0.0
0.686,-0.593,0.0
0.611,-0.673,0.0
0.493,-0.756,0.0
0.382,-0.862,0.0
0.287,-0.927,0.0
0.162,-0.92,0.0
-0.02,-0.851,0.0
-0.25,-0.756,0.0
-0.493,-0.636,0.0
-0.723,-0.527,0.0
-0.858,-0.455,0.0
-0.899,-0.353,0.0
-0.912,-0.178,0.0
-0.922,0.0,0.0
-0.916,0.145,0.0
-0.885,0.284,0.0
-0.858,0.404,0.0
-0.872,0.513,0.0
-0.956,0.651,0.0
-1.037,0.782,0.0
-1.051,0.873,0.0
-1.007,0.916,0.0
-0.956,0.953,0.0
-0.943,0.993,0.0
-0.949,1.015,0.0
-0.936,1.022,0.0
-0.916,1.015,0.0
-0.889,0.971,0.0
-0.872,0.905,0.0
-0.861,0.829,0.0
-0.848,0.731,0.0
-0.807,0.622,0.0
-0.72,0.484,0.0
-0.601,0.331,0.0
-0.497,0.222,0.0
-0.419,0.175,0.0
-0.348,0.149,0.0
-0.287,0.116,0.0
-0.226,0.084,0.0
-0.179,0.055,0.0
-0.152,0.022,0.0
-0.152,-0.004,0.0
-0.186,-0.022,0.0
-0.223,-0.033,0.0
-0.206,-0.047,0.0
-0.159,-0.069,0.0
-0.118,-0.08,0.0
-0.115,-0.087,0.0
-0.135,-0.087,0.0
-0.145,-0.087,0.0
-0.125,-0.084,0.0
-0.088,-0.091,0.0
-0.068,-0.105,0.0
-0.061,-0.116,0.0
-0.051,-0.124,0.0
-0.027,-0.127,0.0
0.0,-0.131,0.0
0.01,-0.131,0.0
0.0,-0.135,0.0
0.0,-0.138,0.0
-0.01,-0.145,0.0
-0.034,-0.153,0.0
-0.057,-0.153,0.0
-0.054,-0.153,0.0
-0.03,-0.156,0.0
0.0,-0.164,0.0
0.02,-0.167,0.0
0.024,-0.167,0.0
0.01,-0.175,0.0
-0.014,-0.175,0.0
-0.041,-0.182,0.0
-0.044,-0.185,0.0
-0.01,-0.196,0.0
0.017,-0.207,0.0
0.01,-0.215,0.0
0.0,-0.222,0.0
0.02,-0.225,0.0
0.034,-0.233,0.0
0.014,-0.244,0.0
-0.034,-0.262,0.0
-0.02,-0.265,0.0
0.081,-0.276,0.0
0.193,-0.295,0.0
0.247,-0.305,0.0
0.236,-0.313,0.0
0.176,-0.327,0.0
0.139,-0.331,0.0
0.149,-0.349,0.0
0.199,-0.371,0.0
0.257,-0.385,0.0
0.314,-0.4,0.0
0.348,-0.425,0.0
0.358,-0.447,0.0
0.378,-0.458,0.0
0.416,-0.469,0.0
0.429,-0.491,0.0
0.436,-0.505,0.0
0.456,-0.516,0.0
0.483,-0.524,0.0
0.507,-0.527,0.0
0.52,-0.538,0.0
0.534,-0.545,0.0
0.541,-0.545,0.0
0.534,-0.549,0.0
0.534,-0.545,0.0
0.534,-0.527,0.0
0.537,-0.516,0.0
0.537,-0.498,0.0
0.527,-0.465,0.0
0.49,-0.429,0.0
0.453,-0.4,0.0
0.419,-0.371,0.0
0.355,-0.331,0.0
0.294,-0.295,0.0
0.294,-0.251,0.0
0.348,-0.222,0.0
0.378,-0.196,0.0
0.351,-0.164,0.0
0.311,-0.124,0.0
0.257,-0.091,0.0
0.23,-0.076,0.0
0.23,-0.069,0.0
0.233,-0.055,0.0
0.203,-0.04,0.0
0.135,-0.025,0.0
0.047,-0.015,0.0
-0.017,-0.011,0.0
-0.051,-0.022,0.0
-0.047,-0.025,0.0
-0.024,-0.022,0.0
0.0,-0.015,0.0
0.0,-0.015,0.0
-0.01,-0.015,0.0
-0.044,-0.025,0.0
-0.074,-0.033,0.0
-0.081,-0.033,0.0
-0.078,-0.029,0.0
-0.071,-0.025,0.0
-0.074,-0.025,0.0
-0.081,-0.036,0.0
-0.078,-0.036,0.0
-0.084,-0.033,0.0
-0.115,-0.033,0.0
-0.142,-0.044,0.0
-0.115,-0.044,0.0
-0.051,-0.051,0.0
-0.01,-0.058,0.0
-0.03,-0.062,0.0
-0.081,-0.065,0.0
-0.115,-0.062,0.0
-0.125,-0.051,0.0
-0.135,-0.051,0.0
-0.132,-0.055,0.0
-0.111,-0.058,0.0
-0.074,-0.062,0.0
-0.044,-0.055,0.0
-0.044,-0.047,0.0
-0.074,-0.044,0.0
-0.111,-0.044,0.0
-0.132,-0.036,0.0
-0.139,-0.036,0.0
-0.145,-0.04,0.0
-0.145,-0.04,0.0
-0.152,-0.044,0.0
-0.155,-0.047,0.0
-0.179,-0.051,0.0
-0.186,-0.055,0.0
-0.169,-0.055,0.0
-0.135,-0.055,0.0
-0.105,-0.047,0.0
-0.105,-0.047,0.0
-0.122,-0.047,0.0
-0.142,-0.047,0.0
-0.132,-0.04,0.0
-0.118,-0.033,0.0
-0.139,-0.036,0.0
-0.142,-0.036,0.0
-0.105,-0.044,0.0
-0.068,-0.044,0.0
-0.074,-0.04,0.0
-0.098,-0.033,0.0
-0.118,-0.033,0.0
-0.122,-0.033,0.0
-0.098,-0.044,0.0
-0.081,-0.051,0.0
-0.084,-0.051,0.0
-0.105,-0.047,0.0
-0.122,-0.047,0.0
-0.101,-0.044,0.0
-0.071,-0.036,0.0
-0.057,-0.033,0.0
-0.064,-0.033,0.0
-0.081,-0.029,0.0
-0.108,-0.029,0.0
-0.139,-0.044,0.0
-0.149,-0.058,0.0
-0.135,-0.073,0.0
-0.108,-0.076,0.0
-0.098,-0.069,0.0
-0.128,-0.062,0.0
-0.159,-0.058,0.0
-0.142,-0.055,0.0
-0.111,-0.058,0.0
-0.135,-0.058,0.0
-0.172,-0.047,0.0
-0.169,-0.044,0.0
-0.122,-0.04,0.0
-0.071,-0.036,0.0
-0.061,-0.04,0.0
-0.091,-0.044,0.0
-0.128,-0.044,0.0
-0.122,-0.055,0.0
-0.084,-0.065,0.0
-0.081,-0.069,0.0
-0.115,-0.069,0.0
-0.139,-0.065,0.0
-0.118,-0.055,0.0
-0.091,-0.051,0.0
-0.068,-0.04,0.0
-0.061,-0.047,0.0
-0.057,-0.051,0.0
-0.064,-0.047,0.0
-0.071,-0.044,0.0
-0.084,-0.055,0.0
-0.098,-0.073,0.0
-0.108,-0.08,0.0
-0.111,-0.076,0.0
-0.122,-0.069,0.0
-0.125,-0.058,0.0
-0.118,-0.065,0.0
-0.101,-0.062,0.0
-0.098,-0.058,0.0
-0.122,-0.058,0.0
-0.149,-0.065,0.0
-0.166,-0.065,0.0
-0.176,-0.065,0.0
-0.216,-0.069,0.0
-0.216,-0.069,0.0
-0.166,-0.069,0.0
-0.101,-0.065,0.0
-0.084,-0.065,0.0
