value_1,value_2,anomaly
-0.385,-0.355,0.0
-0.39,-0.355,0.0
-0.385,-0.355,0.0
-0.38,-0.365,0.0
-0.38,-0.385,0.0
-0.385,-0.395,0.0
-0.395,-0.4,0.0
-0.38,-0.41,0.0
-0.38,-0.39,0.0
-0.375,-0.39,0.0
-0.375,-0.405,0.0
-0.39,-0.405,0.0
-0.4,-0.43,0.0
-0.41,-0.415,0.0
-0.4,-0.405,0.0
-0.395,-0.4,0.0
-0.375,-0.395,0.0
-0.4,-0.41,0.0
-0.415,-0.41,0.0
-0.415,-0.395,0.0
-0.41,-0.385,0.0
-0.4,-0.37,0.0
-0.4,-0.35,0.0
-0.4,-0.34,0.0
-0.39,-0.34,0.0
-0.385,-0.32,0.0
-0.365,-0.305,0.0
-0.355,-0.3,0.0
-0.35,-0.295,0.0
-0.35,-0.29,0.0
-0.345,-0.295,0.0
-0.34,-0.29,0.0
-0.34,-0.27,0.0
-0.32,-0.25,0.0
-0.325,-0.265,0.0
-0.325,-0.27,0.0
-0.33,-0.275,0.0
-0.315,-0.265,0.0
-0.3,-0.24,0.0
-0.285,-0.245,0.0
-0.295,-0.255,0.0
-0.295,-0.255,0.0
-0.305,-0.26,0.0
-0.315,-0.26,0.0
-0.31,-0.255,0.0
-0.31,-0.255,0.0
-0.31,-0.255,0.0
-0.31,-0.255,0.0
-0.315,-0.26,0.0
-0.315,-0.255,0.0
-0.315,-0.245,0.0
-0.3,-0.25,0.0
-0.315,-0.255,0.0
-0.305,-0.26,0.0
-0.31,-0.27,0.0
-0.325,-0.265,0.0
-0.31,-0.265,0.0
-0.3,-0.265,0.0
-0.305,-0.26,0.0
-0.31,-0.28,0.0
-0.32,-0.275,0.0
-0.33,-0.26,0.0
-0.315,-0.245,0.0
-0.3,-0.25,0.0
-0.31,-0.265,0.0
-0.325,-0.27,0.0
-0.34,-0.275,0.0
-0.335,-0.27,0.0
-0.325,-0.26,0.0
-0.325,-0.265,0.0
-0.335,-0.26,0.0
-0.335,-0.28,0.0
-0.345,-0.285,0.0
-0.335,-0.285,0.0
-0.33,-0.275,0.0
-0.325,-0.285,0.0
-0.33,-0.28,0.0
-0.345,-0.29,0.0
-0.35,-0.31,0.0
-0.365,-0.295,0.0
-0.34,-0.285,0.0
-0.34,-0.28,0.0
-0.335,-0.275,0.0
-0.355,-0.3,0.0
-0.34,-0.3,0.0
-0.37,-0.305,0.0
-0.365,-0.3,0.0
-0.355,-0.295,0.0
-0.36,-0.29,0.0
-0.37,-0.31,0.0
-0.37,-0.305,0.0
-0.375,-0.31,0.0
-0.355,-0.3,0.0
-0.35,-0.31,0.0
-0.36,-0.315,0.0
-0.365,-0.325,0.0
-0.375,-0.33,0.0
-0.38,-0.315,0.0
-0.37,-0.3,0.0
-0.36,-0.29,0.0
-0.36,-0.305,0.0
-0.36,-0.305,0.0
-0.37,-0.31,0.0
-0.37,-0.315,0.0
-0.355,-0.32,0.0
-0.36,-0.315,0.0
-0.37,-0.315,0.0
-0.375,-0.305,0.0
-0.395,-0.305,0.0
-0.395,-0.31,0.0
-0.37,-0.3,0.0
-0.355,-0.305,0.0
-0.355,-0.3,0.0
-0.36,-0.305,0.0
-0.38,-0.31,0.0
-0.375,-0.32,0.0
-0.37,-0.305,0.0
-0.35,-0.31,0.0
-0.365,-0.305,0.0
-0.37,-0.335,0.0
-0.375,-0.34,0.0
-0.375,-0.33,0.0
-0.37,-0.305,0.0
-0.35,-0.305,0.0
-0.345,-0.31,0.0
-0.345,-0.305,0.0
-0.35,-0.32,0.0
-0.355,-0.31,0.0
-0.34,-0.32,0.0
-0.335,-0.31,0.0
-0.32,-0.32,0.0
-0.31,-0.33,0.0
-0.31,-0.325,0.0
-0.325,-0.31,0.0
-0.305,-0.3,0.0
-0.3,-0.29,0.0
-0.3,-0.3,0.0
-0.29,-0.32,0.0
-0.29,-0.315,0.0
-0.3,-0.295,0.0
-0.29,-0.29,0.0
-0.27,-0.28,0.0
-0.27,-0.285,0.0
-0.265,-0.295,0.0
-0.28,-0.3,0.0
-0.28,-0.295,0.0
-0.27,-0.275,0.0
-0.27,-0.275,0.0
-0.28,-0.28,0.0
-0.265,-0.29,0.0
-0.275,-0.295,0.0
-0.295,-0.29,0.0
-0.305,-0.285,0.0
-0.29,-0.3,0.0
-0.27,-0.3,0.0
-0.26,-0.315,0.0
-0.27,-0.32,0.0
-0.3,-0.315,0.0
-0.32,-0.3,0.0
-0.32,-0.3,0.0
-0.34,-0.315,0.0
-0.365,-0.32,0.0
-0.39,-0.35,0.0
-0.4,-0.345,0.0
-0.395,-0.33,0.0
-0.38,-0.335,0.0
-0.405,-0.33,0.0
-0.4,-0.35,0.0
-0.41,-0.36,0.0
-0.41,-0.34,0.0
-0.395,-0.33,0.0
-0.385,-0.34,0.0
-0.38,-0.33,0.0
-0.39,-0.35,0.0
-0.4,-0.355,0.0
-0.405,-0.34,0.0
-0.395,-0.335,0.0
-0.39,-0.33,0.0
-0.385,-0.345,0.0
-0.4,-0.355,0.0
-0.415,-0.355,0.0
-0.415,-0.34,0.0
-0.4,-0.33,0.0
-0.4,-0.335,0.0
-0.395,-0.325,0.0
-0.395,-0.335,0.0
-0.405,-0.35,0.0
-0.405,-0.345,0.0
-0.4,-0.35,0.0
-0.4,-0.36,0.0
-0.405,-0.38,0.0
-0.435,-0.41,0.0
-0.455,-0.445,0.0
-0.49,-0.445,0.0
-0.505,-0.435,0.0
-0.515,-0.39,0.0
-0.56,-0.32,0.0
-0.585,-0.225,0.0
-0.565,-0.15,0.0
-0.475,-0.085,0.0
-0.345,0.005,0.0
-0.19,0.105,0.0
0.015,0.21,0.0
0.265,0.295,0.0
0.52,0.26,0.0
0.715,0.085,0.0
0.805,-0.185,0.0
0.74,-0.395,0.0
0.46,-0.46,0.0
0.08,-0.455,0.0
-0.27,-0.42,0.0
-0.465,-0.4,0.0
-0.54,-0.385,0.0
-0.53,-0.385,0.0
-0.505,-0.385,0.0
-0.48,-0.385,0.0
-0.47,-0.39,0.0
-0.47,-0.38,0.0
-0.46,-0.365,0.0
-0.445,-0.375,0.0
-0.43,-0.365,0.0
-0.44,-0.38,0.0
-0.455,-0.385,0.0
-0.45,-0.38,0.0
-0.445,-0.35,0.0
-0.425,-0.345,0.0
-0.435,-0.355,0.0
-0.445,-0.37,0.0
-0.435,-0.39,0.0
-0.45,-0.385,0.0
-0.425,-0.37,0.0
-0.42,-0.36,0.0
-0.43,-0.355,0.0
-0.44,-0.37,0.0
-0.445,-0.37,0.0
-0.455,-0.36,0.0
-0.44,-0.365,0.0
-0.43,-0.36,0.0
-0.42,-0.36,0.0
-0.435,-0.365,0.0
-0.455,-0.375,0.0
-0.46,-0.37,0.0
-0.43,-0.355,0.0
-0.44,-0.345,0.0
-0.435,-0.36,0.0
-0.44,-0.365,0.0
-0.45,-0.38,0.0
-0.445,-0.36,0.0
-0.44,-0.36,0.0
-0.445,-0.345,0.0
-0.445,-0.355,0.0
-0.445,-0.365,0.0
-0.445,-0.38,0.0
-0.465,-0.375,0.0
-0.44,-0.365,0.0
-0.445,-0.36,0.0
-0.435,-0.355,0.0
-0.435,-0.35,0.0
-0.44,-0.37,0.0
-0.445,-0.355,0.0
-0.44,-0.36,0.0
-0.435,-0.36,0.0
-0.445,-0.365,0.0
-0.445,-0.36,0.0
-0.455,-0.375,0.0
-0.45,-0.37,0.0
-0.455,-0.365,0.0
-0.44,-0.355,0.0
-0.45,-0.37,0.0
-0.445,-0.375,0.0
-0.435,-0.39,0.0
-0.455,-0.385,0.0
-0.445,-0.37,0.0
-0.43,-0.37,0.0
-0.425,-0.38,0.0
-0.435,-0.41,0.0
-0.45,-0.41,0.0
-0.455,-0.405,0.0
-0.45,-0.42,0.0
-0.43,-0.4,0.0
-0.435,-0.41,0.0
-0.44,-0.43,0.0
-0.455,-0.44,0.0
-0.47,-0.445,0.0
-0.455,-0.44,0.0
-0.45,-0.435,0.0
-0.45,-0.445,0.0
-0.455,-0.465,0.0
-0.465,-0.475,0.0
-0.48,-0.475,0.0
-0.475,-0.475,0.0
-0.465,-0.475,0.0
-0.48,-0.49,0.0
-0.5,-0.5,0.0
-0.505,-0.505,0.0
-0.505,-0.495,0.0
-0.505,-0.485,0.0
-0.49,-0.47,0.0
-0.49,-0.48,0.0
-0.49,-0.495,0.0
-0.5,-0.49,0.0
-0.505,-0.47,0.0
-0.495,-0.445,0.0
-0.485,-0.445,0.0
-0.47,-0.435,0.0
-0.465,-0.44,0.0
-0.465,-0.435,0.0
-0.465,-0.415,0.0
-0.45,-0.4,0.0
-0.44,-0.385,0.0
-0.42,-0.4,0.0
-0.425,-0.395,0.0
-0.425,-0.39,0.0
-0.41,-0.365,0.0
-0.405,-0.35,0.0
-0.385,-0.33,0.0
-0.375,-0.31,0.0
-0.38,-0.32,0.0
-0.365,-0.325,0.0
-0.365,-0.31,0.0
-0.35,-0.3,0.0
-0.325,-0.29,0.0
-0.34,-0.285,0.0
-0.335,-0.305,0.0
-0.35,-0.315,0.0
-0.345,-0.295,0.0
-0.34,-0.295,0.0
-0.325,-0.29,0.0
-0.325,-0.295,0.0
-0.33,-0.29,0.0
-0.325,-0.3,0.0
